date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,titre,acheteur,pays_execution,type_notice,justification,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-08-18,7.0,10.0,4.0,contacter,indetermine,South Sudan Health Sector Transformation Project (HSTP),,SSD,Projet BM (Active),"Projet BM Active approuve le 2025-06-17 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508356,https://projects.worldbank.org/en/projects-operations/project-detail/P508356,,2025-06-17,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Dakar Sustainable Urban Mobility Project,Conseil Exécutif des Transports Urbains Durables,SEN,Projet BM (Active),"Projet BM Active approuve le 2025-06-17 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507844,https://projects.worldbank.org/en/projects-operations/project-detail/P507844,2031-06-30,2025-06-17,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Second Kenya Social and Economic Inclusion Project,"Ministry of East Africa Community Arid and Semi-Arid Lands and Regional Development, State Department for the ASALS and Regional Development, National Drought Management Authority,Ministry of Gender, Culture, and Children Services; State Department for Children Services,Ministry of Labor and Social Protection, State Department for Social Protection and Senior Citizens Affairs",KEN,Projet BM (Active),"Projet BM Active approuve le 2025-06-17 (128 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P504218,https://projects.worldbank.org/en/projects-operations/project-detail/P504218,2030-12-31,2025-06-17,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,indetermine,Yemen Financial Market Infrastructure and Inclusion Project,United Nations Development Programme (UNDP),YEM,Projet BM (Active),"Projet BM Active approuve le 2025-06-17 (20 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180708,https://projects.worldbank.org/en/projects-operations/project-detail/P180708,2030-06-30,2025-06-17,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Transforming Access and Learning in Madagascar,Ministry of National Education,MDG,Projet BM (Active),"Projet BM Active approuve le 2025-06-16 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506569,https://projects.worldbank.org/en/projects-operations/project-detail/P506569,2029-06-30,2025-06-16,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Kenya Watershed Services Improvement Project,State Department for Forestry,KEN,Projet BM (Active),"Projet BM Active approuve le 2025-06-12 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509738,https://projects.worldbank.org/en/projects-operations/project-detail/P509738,2030-12-31,2025-06-12,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Uzbekistan Small Hydropower Development Project,Ministry of Energy,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-06-12 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509250,https://projects.worldbank.org/en/projects-operations/project-detail/P509250,2030-06-28,2025-06-12,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,"Mozambique Health Emergency Preparedness, Response and Resilience Project Using the Multiphase Programmatic Approach",Ministry of Health,MOZ,Projet BM (Active),"Projet BM Active approuve le 2025-06-11 (201 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511558,https://projects.worldbank.org/en/projects-operations/project-detail/P511558,2030-09-29,2025-06-11,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Scaling-up Locally Led Climate Action Program,"First Vice President's Office,Ministry of Finance,President's Office - Finance and Planning,President’s Office - Regional Administration and Local Government ,President’s Office- Regional Administration and Local Government and Special Departments,Vice President's Office",TZA,Projet BM (Active),"Projet BM Active approuve le 2025-06-11 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180742,https://projects.worldbank.org/en/projects-operations/project-detail/P180742,2030-07-31,2025-06-11,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Sustainable Agricultural Transformation Program,"Ministere de l'Agriculture, de l'Hydraulique Villageoise et du Developpement Rural",TGO,Projet BM (Active),"Projet BM Active approuve le 2025-06-11 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180580,https://projects.worldbank.org/en/projects-operations/project-detail/P180580,2029-12-31,2025-06-11,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Tanzania Scaling-up Sustainable Marine Fisheries and Aquaculture Management Project (TASFAM),"Deep Sea Fishing Authority,Ministry of Blue Economy and Fisheries (Zanzibar),Ministry of Livestock and Fisheries (Mainland Tanzania)",TZA,Projet BM (Active),"Projet BM Active approuve le 2025-06-11 (112 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179969,https://projects.worldbank.org/en/projects-operations/project-detail/P179969,2030-06-30,2025-06-11,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Gabon Urban Development Project,"Commission Nationale des Travaux d'Interet Public pour la Promotion de l'Entrepreneuriat et de l'Emploi (CNTIPPEE),Ministère des Travaux Publics et de la Construction",GAB,Projet BM (Active),"Projet BM Active approuve le 2025-06-11 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P177372,https://projects.worldbank.org/en/projects-operations/project-detail/P177372,2031-06-30,2025-06-11,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Excellence in Learning in Liberia,Ministry of Education,LBR,Projet BM (Active),"Projet BM Active approuve le 2025-06-10 (60 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510448,https://projects.worldbank.org/en/projects-operations/project-detail/P510448,2030-12-31,2025-06-10,nouveau,2026-08-13
2026-08-18,7.0,10.0,4.0,contacter,indetermine,South Sudan Resilient Livestock Sector Project,Ministry of Livestock and Fisheries,SSD,Projet BM (Active),"Projet BM Active approuve le 2025-06-10 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P500553,https://projects.worldbank.org/en/projects-operations/project-detail/P500553,2030-05-31,2025-06-10,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,indetermine,District and Community Health Services Revitalization Operation,,MOZ,Projet BM (Active),"Projet BM Active approuve le 2025-06-06 (9 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506595,https://projects.worldbank.org/en/projects-operations/project-detail/P506595,,2025-06-06,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Guinea Kounki Fisheries and Aquaculture Project,Ministère de la pêche et de l'économie maritime,GIN,Projet BM (Active),"Projet BM Active approuve le 2025-06-06 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180906,https://projects.worldbank.org/en/projects-operations/project-detail/P180906,2031-08-14,2025-06-06,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,indetermine,Economic Transformation for Inclusive Growth Project,,MDG,Projet BM (Active),"Projet BM Active approuve le 2025-06-05 (71 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509688,https://projects.worldbank.org/en/projects-operations/project-detail/P509688,,2025-06-05,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Niger Food Security and Emergency Access to Essential  Services Project,Ministry of Finance,NER,Projet BM (Active),"Projet BM Active approuve le 2025-06-05 (220 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509601,https://projects.worldbank.org/en/projects-operations/project-detail/P509601,2027-12-31,2025-06-05,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,indetermine,Pakistan Raises Revenue,,PAK,Projet BM (Active),"Projet BM Active approuve le 2025-06-05 (70 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508690,https://projects.worldbank.org/en/projects-operations/project-detail/P508690,,2025-06-05,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,United Republic of Tanzania - Development Policy Financing with Catastrophe Deferred Drawdown Option,Ministry of Finance,TZA,Projet BM (Active),"Projet BM Active approuve le 2025-06-05 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507912,https://projects.worldbank.org/en/projects-operations/project-detail/P507912,2028-06-04,2025-06-05,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Uganda Development Response to Displacement Impacts Project Phase II,"Inspectorate of Government,Office of the Prime Minister",UGA,Projet BM (Active),"Projet BM Active approuve le 2025-06-04 (328 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510476,https://projects.worldbank.org/en/projects-operations/project-detail/P510476,2031-12-31,2025-06-04,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Uganda Learning Acceleration Program (ULEARN),Ministry of Education and Sports,UGA,Projet BM (Active),"Projet BM Active approuve le 2025-06-04 (210 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179397,https://projects.worldbank.org/en/projects-operations/project-detail/P179397,2030-06-30,2025-06-04,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Mauritania Public Spending Efficiency,Ministry of Economy and Finance,MRT,Projet BM (Active),"Projet BM Active approuve le 2025-06-03 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506443,https://projects.worldbank.org/en/projects-operations/project-detail/P506443,2030-12-31,2025-06-03,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Inga 3  Development Program,Agence pour le développement et la promotion du Projet Grand Inga (ADPI),COD,Projet BM (Active),"Projet BM Active approuve le 2025-06-03 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506438,https://projects.worldbank.org/en/projects-operations/project-detail/P506438,2030-12-30,2025-06-03,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,indetermine,Comoros Post-Kenneth Recovery and Resilience Project,,COM,Projet BM (Active),"Projet BM Active approuve le 2025-05-30 (12 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510727,https://projects.worldbank.org/en/projects-operations/project-detail/P510727,,2025-05-30,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,Sustainable Cities and Land Project,Ministry of Housing and Urban Development (MINHDU),CMR,Projet BM (Active),"Projet BM Active approuve le 2025-05-30 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180884,https://projects.worldbank.org/en/projects-operations/project-detail/P180884,2031-06-30,2025-05-30,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Lebanon Utility-scale Solar Power RETF,Electricite du Liban (EDL),LBN,Projet BM (Active),"Projet BM Active approuve le 2025-05-29 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508484,https://projects.worldbank.org/en/projects-operations/project-detail/P508484,2027-06-30,2025-05-29,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,Myanmar Health Assistance and Nutrition Support (HANS) Project,"UNICEF Myanmar,UNOPS Myanmar",MMR,Projet BM (Active),"Projet BM Active approuve le 2025-05-29 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508089,https://projects.worldbank.org/en/projects-operations/project-detail/P508089,2030-06-30,2025-05-29,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Myanmar Strengthening Community Resilience Project,"International Committee of the Red Cross,United Nations Office for Project Services",MMR,Projet BM (Active),"Projet BM Active approuve le 2025-05-29 (52 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508006,https://projects.worldbank.org/en/projects-operations/project-detail/P508006,2029-06-30,2025-05-29,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,DRC Transport and Connectivity Development Project,Ministry of Infrastructure and Public Works / Cellule Infrastructure,COD,Projet BM (Active),"Projet BM Active approuve le 2025-05-29 (440 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506815,https://projects.worldbank.org/en/projects-operations/project-detail/P506815,2030-07-31,2025-05-29,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,The Gambia Infrastructure Project,"Ministry of Petroleum, Energy and Mining ,Ministry of Transport, Works and Infrastructure",GMB,Projet BM (Active),"Projet BM Active approuve le 2025-05-29 (53 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P504762,https://projects.worldbank.org/en/projects-operations/project-detail/P504762,2031-06-30,2025-05-29,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Mali Connectivity and Road Resilience Project (Mali-NSS),Ministry of Transport and Infrastructure,MLI,Projet BM (Active),"Projet BM Active approuve le 2025-05-28 (220 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507921,https://projects.worldbank.org/en/projects-operations/project-detail/P507921,2030-10-31,2025-05-28,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Accelerating Sustainable and Clean Energy and Digital Access Transformation in Sudan,Trade and Development Bank,SDN,Projet BM (Active),"Projet BM Active approuve le 2025-05-28 (76 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507788,https://projects.worldbank.org/en/projects-operations/project-detail/P507788,2029-06-28,2025-05-28,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,indetermine,Somalia Disaster Risk Management DPF with a Catastrophe Deferred Draw Down Option,Ministry of Finance,SOM,Projet BM (Active),"Projet BM Active approuve le 2025-05-23 (20 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509222,https://projects.worldbank.org/en/projects-operations/project-detail/P509222,2028-08-31,2025-05-23,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Sudan Somoud - Enhancing Community Resilience Project,,SDN,Projet BM (Active),"Projet BM Active approuve le 2025-05-22 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509674,https://projects.worldbank.org/en/projects-operations/project-detail/P509674,,2025-05-22,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,DRC Urban Flood Resilience Project,Cellules Infrastructures,COD,Projet BM (Active),"Projet BM Active approuve le 2025-05-21 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508410,https://projects.worldbank.org/en/projects-operations/project-detail/P508410,2030-06-30,2025-05-21,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,CAR Public Sector Digital Governance - Additional Financing,,CAF,Projet BM (Active),"Projet BM Active approuve le 2025-05-21 (6 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P181682,https://projects.worldbank.org/en/projects-operations/project-detail/P181682,2027-06-30,2025-05-21,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Grand Nokoué Sustainable Urban Mobility Project (GN-SUMP),Société des Infrastructures Routières et de l’Aménagement du Territoire (SIRAT) [Road Infrastructure and Land Management Company],BEN,Projet BM (Active),"Projet BM Active approuve le 2025-05-20 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180579,https://projects.worldbank.org/en/projects-operations/project-detail/P180579,2030-12-31,2025-05-20,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,Tajikistan Socio-Economic Resilience Strengthening Project,,TJK,Projet BM (Active),"Projet BM Active approuve le 2025-05-19 (25 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509252,https://projects.worldbank.org/en/projects-operations/project-detail/P509252,,2025-05-19,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Southern Niger Connectivity and Integration Project,Ministère de l'Equipement et des Infrastructures,NER,Projet BM (Active),"Projet BM Active approuve le 2025-05-19 (400 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179770,https://projects.worldbank.org/en/projects-operations/project-detail/P179770,2031-09-15,2025-05-19,nouveau,2026-08-13
2026-08-18,7.0,10.0,4.0,contacter,indetermine,Somalia Urban Resilience Project II,,SOM,Projet BM (Active),"Projet BM Active approuve le 2025-05-16 (25 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509189,https://projects.worldbank.org/en/projects-operations/project-detail/P509189,,2025-05-16,nouveau,2026-08-13
2026-08-18,5.4,6.8,4.0,surveiller,indetermine,Geospatial Infrastructure for Sustainable Territorial Development,Cadastre Agency,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-05-15 (35 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506803,https://projects.worldbank.org/en/projects-operations/project-detail/P506803,2030-06-28,2025-05-15,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Electricity Distribution Improvement and Strengthening through Commercialization and Transformation,JSC ‘Regional Electric Power Network’,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-05-15 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P504630,https://projects.worldbank.org/en/projects-operations/project-detail/P504630,2029-12-31,2025-05-15,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,Water Efficiency and Conservation MPA - Uzbekistan National Irrigation and Energy Efficiency Improvement Project (Phase 1),Ministry of Water Resources,UZB,Projet BM (Active),"Projet BM Active approuve le 2025-05-15 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P504600,https://projects.worldbank.org/en/projects-operations/project-detail/P504600,2031-07-31,2025-05-15,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Mpatamanga Hydropower Storage Project,"Ministry of Energy, Republic of Malawi,Mpatamanga Hydro Power Limited (MHPL)",MWI,Projet BM (Active),"Projet BM Active approuve le 2025-05-15 (350 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P165704,https://projects.worldbank.org/en/projects-operations/project-detail/P165704,2031-06-30,2025-05-15,nouveau,2026-08-13
2026-08-18,5.4,6.8,4.0,surveiller,indetermine,Higher Education Project,,MDA,Projet BM (Active),"Projet BM Active approuve le 2025-05-13 (32 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507119,https://projects.worldbank.org/en/projects-operations/project-detail/P507119,,2025-05-13,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,indetermine,Innovative Private Sector Development II,,PSE,Projet BM (Active),"Projet BM Active approuve le 2025-05-12 (12 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509798,https://projects.worldbank.org/en/projects-operations/project-detail/P509798,,2025-05-12,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,indetermine,Housing Repair for People's Empowerment Project  (HOPE),,UKR,Projet BM (Active),"Projet BM Active approuve le 2025-05-09 (84 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510438,https://projects.worldbank.org/en/projects-operations/project-detail/P510438,,2025-05-09,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Uganda Skills Development in Refugee and Host Communities,Ministry of Education and Sports,UGA,Projet BM (Active),"Projet BM Active approuve le 2025-05-09 (8 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P176263,https://projects.worldbank.org/en/projects-operations/project-detail/P176263,2027-12-31,2025-05-09,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,indetermine,"Somalia productive, resilient, and inclusive growth (SPRING) project",Ministry of Finance,SOM,Projet BM (Active),"Projet BM Active approuve le 2025-05-07 (95 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P501662,https://projects.worldbank.org/en/projects-operations/project-detail/P501662,2030-06-30,2025-05-07,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,Cameroon Water Security Project,"CAMWATER,MINEE - ministère de l'Eau et de l'Energie (Ministry of Water and Energy)",CMR,Projet BM (Active),"Projet BM Active approuve le 2025-05-07 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P180321,https://projects.worldbank.org/en/projects-operations/project-detail/P180321,2030-12-31,2025-05-07,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,indetermine,Women's Empowerment through Gender-Based Violence Services (WEGS),Association Gender-Centru,MDA,Projet BM (Active),"Projet BM Active approuve le 2025-05-07 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P168790,https://projects.worldbank.org/en/projects-operations/project-detail/P168790,2029-05-31,2025-05-07,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Comoros Contingent Emergency Response Project,The Project Implementation Unit (PIU) of Post - Kenneth Recovery and Resilience Project,COM,Projet BM (Active),"Projet BM Active approuve le 2025-05-06 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509664,https://projects.worldbank.org/en/projects-operations/project-detail/P509664,2031-03-31,2025-05-06,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Employment Creation for Vulnerable Lebanese Citizens and Syrian Displaced Population in Livestock Value Chain,Food and Agriculture Organization of the United Nations (FAO),LBN,Projet BM (Active),"Projet BM Active approuve le 2025-05-06 (4 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P176547,https://projects.worldbank.org/en/projects-operations/project-detail/P176547,2026-12-31,2025-05-06,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,indetermine,Restoring Education System Performance and Improving Resilience Project,"Ministry of Basic Education, Literacy and Promotion of National Languages (Ministère de l'Enseignement de Base, de l'Alphabetisation et de la Promotion des Langues Nationales - MEBAPLN)",BFA,Projet BM (Active),"Projet BM Active approuve le 2025-05-05 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P502472,https://projects.worldbank.org/en/projects-operations/project-detail/P502472,2029-12-28,2025-05-05,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,indetermine,Digital Cabo Verde Project,,CPV,Projet BM (Active),"Projet BM Active approuve le 2025-05-02 (20 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509177,https://projects.worldbank.org/en/projects-operations/project-detail/P509177,,2025-05-02,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Strengthening Productive Capacity and Resilience of Smallholder Sweet Potato Producer Organizations in Uganda,Soroti Sweet potato Producer and Processors Association (SOSPPA),UGA,Projet BM (Active),"Projet BM Active approuve le 2025-05-01 (2 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P179537,https://projects.worldbank.org/en/projects-operations/project-detail/P179537,2028-12-31,2025-05-01,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Gazetted Forests Management Project 2,Ministry of Environment and Transport,BEN,Projet BM (Active),"Projet BM Active approuve le 2025-04-30 (81 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508182,https://projects.worldbank.org/en/projects-operations/project-detail/P508182,2033-07-31,2025-04-30,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,indetermine,Adaptive and Productive Social Safety Nets Project,,CAF,Projet BM (Active),"Projet BM Active approuve le 2025-04-30 (22 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508180,https://projects.worldbank.org/en/projects-operations/project-detail/P508180,,2025-04-30,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,SIKASSO- KORHOGO-BOBO-DIOULASSO (SKBO) BASIN OF INTEGRATION PROJECT,"Ministry of Infrastructure ,Permanent secretary of the Transport Sectoral Program",BFA,Projet BM (Active),"Projet BM Active approuve le 2025-04-30 (216 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P181499,https://projects.worldbank.org/en/projects-operations/project-detail/P181499,2030-12-30,2025-04-30,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Benin Land Tenure Management Program,Agence Nationale du Domaine et du Foncier,BEN,Projet BM (Active),"Projet BM Active approuve le 2025-04-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P181259,https://projects.worldbank.org/en/projects-operations/project-detail/P181259,2030-09-30,2025-04-30,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,Comoros National Water Resilience Project,,COM,Projet BM (Active),"Projet BM Active approuve le 2025-04-29 (5 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509144,https://projects.worldbank.org/en/projects-operations/project-detail/P509144,,2025-04-29,nouveau,2026-08-13
